x,y,p
73.9,80.7,6.6
73.1,81.8,6.6
75.3,82.6,6.8
75.1,82,5.3
73.2,83.5,5.8
75,83.3,5.2
74.1,85,5.4
75,87.2,6.8
75.3,86.6,6.2
74.5,89.9,7.4
75.8,88.9,7
74.9,89.2,5.2
73.7,91.9,7.9
76,93.7,7.7
73.4,93.4,7.4
76.1,93.6,5.8
73.9,95.9,6.4
73.3,96.6,7.9
73.6,96.3,6.9
74.1,99.8,5.5
75.6,99.2,7.2
76.5,101.1,7.1
77.9,2.1,7.8
77.9,2.4,7.8
77.6,2.8,5.7
74.2,4.2,5.8
74,5.6,6.3
74.9,6,5.9
77.2,6.5,7.2
75.9,7.5,7.6
76.5,8.7,6.2
76.8,9.5,7
77.9,13,7.6
76.1,11.3,6.5
77.4,14.6,8
74.2,14,5.9
77,15.6,7.3
74.5,16.4,7
76.7,16.1,6.7
74.8,18.2,6
74.3,19.7,5.4
75,20,6.9
74.3,22.6,5.4
74.3,21.1,5.9
74.3,24.4,5.3
75.4,24.4,7.3
74.2,24.8,6.8
74.2,25.8,6.4
75,26.9,6.9
75.9,29.6,7.9
74.2,30.7,7.2
76.3,31,6.7
76.7,30.1,6.5
77.1,32.3,7.9
74.8,34.9,7.7
74.2,35.7,5.3
74.9,34.4,7
76.9,36.1,7.3
77.6,37.6,5.2
75.1,37.4,7.3
74.8,39.5,7.3
77.9,39.6,5.3
74.8,42.9,6.3
75.7,42.8,5.9
76.7,44.3,6.4
76.5,44.9,7.6
76.9,47,6.3
74.1,45.5,6.9
76.4,47.7,6.7
76.5,49.8,7.5
77.9,48.1,7.5
76.4,49.8,7.2
77.6,52.9,5.9
76.3,52.4,6.6
74.7,52.3,5
76,55.7,6.3
75.7,54.2,8
77,56.7,7.1
77.1,57.6,7.2
77.1,57.5,6
75.4,60.5,6.6
76.9,59.3,7
74.7,61,8
76.2,63.4,5.9
76.7,64.3,7.2
77.5,63.1,6.2
74.3,65.9,6.7
76.4,66.3,5.9
76.9,67.8,5.8
75.1,69.7,7.2
75.3,70.4,6.5
74.5,71.8,5.1
74.2,72.6,6.5
75.3,73.4,7.1
75.6,73.2,6.6
75,74,6
77.5,75.8,7.1
76.1,76.3,7.4
76,78.1,5.3
76.3,78,6.9
76.4,79.5,6.8
74.5,81.1,5.8
75.6,82.3,5.8
77.4,82.5,7.5
74.9,82.4,6.9
77.4,83.7,7.7
77.2,85.5,6.5
74.2,87.7,6.1
76.2,86.9,6.5
75.9,88.9,6.8
74.5,88.6,6.9
75.4,90.9,5.2
75.6,90.5,6.2
75.5,93.1,6.7
75.4,94,5.8
77.5,93.4,6.9
76,94,6.9
76.1,95.1,7.6
75.4,97.6,5.6
74.6,97.5,7.2
74.7,100.7,6.7
76.1,99.2,6.9
75.6,2.1,5.7
75.3,1.9,5.7
78.3,2.6,7.5
75.5,4,5.2
75.9,6.1,6.3
78.6,6.6,7.4
76.1,9,7.1
76.2,8.4,6.1
75.7,10.2,6.4
77.8,11.6,8
78.7,10.9,7.5
77,13.3,5.6
75.7,12.7,7.9
76.1,15.5,7.5
77.6,16.2,6.5
75.9,15.1,5.3
76.4,18.1,5.9
76,18.2,7.9
77.4,18.3,6.1
75.1,21.3,5.7
78.9,21.1,6.8
78.3,23.7,6.6
76.8,22,5.8
77.1,25.1,7.9
75.2,26.9,6.9
75.9,25.2,5.7
76.8,27.4,7.5
77.5,27.3,7.3
78,30.2,8
78.5,30.5,5.5
76.9,31.4,5.4
78.7,32.3,7.6
77.9,34.4,7.5
75.6,33.8,6.9
77.3,35.4,6.5
78.3,36,6.2
78.1,37.9,5.8
75.4,39.3,6.6
77.1,39.4,7.2
78.8,40.2,6.5
78.5,40.1,5.3
75.1,42.1,5.5
75.8,42.4,7.9
78,44,7.2
75.9,46.1,7.5
77.9,47.6,7.5
77.8,47,7.5
77.3,47.7,7.7
78.2,48.1,5.2
77,51.2,7.3
77.6,50.9,6.6
77.3,52,7.9
78.8,52.8,5.2
76.2,55.8,5.5
76.5,55.8,7.9
75.8,56.5,7.8
75.4,57.5,7.9
75.6,59,5.6
76.3,58.3,7.6
77,59,5.8
75.4,61.2,7.4
78.4,62.2,6.1
77.1,63.4,5.3
75.3,65.6,7.3
76.3,64,6.8
78.2,65.7,6.7
76.8,68.5,7.2
75.8,67.1,5.3
75.3,70.7,7.7
76.6,69,6.1
77.4,71.4,7.7
75.3,73.2,7.4
77.9,73.6,5.9
77.5,74.1,7.4
76,76.1,5.9
77.4,77.5,7.8
77,77.2,7.6
76.4,77.6,7.3
77.8,80.3,6.4
77.7,80,5.2
75.5,82.9,5.8
75.3,84,5.1
75.8,83.8,7.3
76.1,84.6,5.6
76.8,84.7,5.6
78.8,88,7.8
75.6,88.7,6.1
78,89,5.7
76.1,90.5,5.1
77.9,91.4,5.8
75.2,92,7.9
77.6,94,7.5
77.7,93.3,5.1
75.9,94.9,5.1
76.1,94.6,7
78,95.3,5.3
78.9,96.7,6.1
76.9,99.1,7.2
76.2,98.4,5.5
75.3,101.2,5.4
77.3,0.6,6.4
78.3,3.4,7.2
79.6,2.2,7
78.7,3.7,6.7
77.1,4.2,5.9
78.8,6.9,6.9
77.7,7,6.8
78.7,9.9,5.9
77.1,8.9,6.4
77.8,11.8,5.9
76.8,12.4,7.5
78.5,13.1,6.6
79.6,12.8,7.4
79.1,13.9,5.3
76.6,14,7.5
79.5,16.7,5.7
79.4,17.8,5
79.1,17.7,5.5
77,19.3,5.4
77.6,19.9,7.2
77.8,20.5,5.4
76.9,21.3,5.9
77.1,23.8,5.5
79.8,25.8,5.6
77.9,24.5,5.4
78.6,25.1,7.6
76.6,28.1,6.5
76.9,28.9,6
76.1,30.1,5.1
78.8,31.2,5.8
78.2,32.5,7.3
79.9,32.4,5.5
79.3,32.1,5.8
76.8,35.4,7.3
79.3,36,7.1
78.1,37.1,7.1
76,38.5,5.7
78.2,37.2,7
78,40.8,7.9
77.3,40.5,6.4
77.4,40.3,8
79,41.1,5.2
79.5,42.5,5.9
77.8,44.6,7.3
76.7,46.7,5.5
78.9,46.9,5.1
76.5,47.9,7.9
79.2,48.4,7.4
76.1,49.4,5.1
79.2,49.9,7.7
78.6,50.2,6.8
79.3,53.8,5
78.5,52.2,7.7
77.4,53.1,5.5
78.6,55.1,6.9
76.3,55.1,7.2
79.7,57.9,6
76.9,58.4,7
78,58.3,6.8
77.9,59.9,6.4
76.7,61.7,7.5
79.8,61.9,5.6
76.5,64.4,5.4
76.8,63.7,6.9
76.4,65.3,7.4
79,66.4,6.2
79.6,68.3,7.4
78.7,68,6.7
78.8,68.5,7.5
78.2,70.8,7.9
79.5,70.5,7.5
79.4,73.8,5.1
76,72.8,6.3
78.9,74.1,7.9
79.1,76.7,5.2
76,75,7.2
79.7,78.3,5.2
79.4,78.3,7.3
76.3,78.2,7.5
78.3,80.9,5.1
76,82,6.7
76.2,83.5,6.2
78.9,82.8,5.9
79.5,83.8,5.7
76.9,84.1,5.4
78.2,87.9,6.3
79.3,88.5,6.1
77.3,89.8,6.2
77.4,90.7,7.2
76.3,91.9,7.9
77.3,91.8,7.9
77.3,91.7,6.5
79.7,93.5,6.8
76.8,95,7
78,96.3,6.9
79.2,96.5,5.9
79.4,98.7,5.7
76,98.3,7.5
78.6,99.4,7.4
77.9,99.7,7.6
80.4,2.6,7.3
77.2,2.2,7.8
79.4,3.6,7.9
78.5,5.5,6.6
80.9,7,5.8
78.5,6,7.2
77.6,8.8,5.7
77.3,9.4,8
78.4,8.6,7.1
79.6,11.1,6.2
79.2,10.3,5.3
80.1,11.7,5.4
77.3,13.4,5.8
77.3,14.3,7.6
81,14.1,6.9
79,16,5.8
79.5,17.4,5.8
80.3,17.3,7.3
77.8,19.9,5.7
79.1,20.8,5.1
80.5,20.5,5.2
78.5,22.8,7.7
77.9,22.1,5.5
78.8,24.6,6.5
80.9,24.7,7.3
78.1,26.4,7
77.3,28.4,5.9
77.2,28.4,5.1
77.2,30,5
80.4,30.9,6.4
80.4,33,7.5
80.2,32.9,7.3
80.4,34.3,7.5
79.4,34.2,7.9
79.5,34.1,7
77.7,36,7.2
77.4,37.9,5.8
77.8,37.5,6.5
79.3,38.1,7.3
79.5,41.6,6.1
80.7,41.1,7.4
79.2,43.3,5.3
81,42.7,7.8
77.7,43.1,7.2
80,45.2,6.4
77.7,45.4,5.1
80.2,48,5.2
78.8,48.6,8
80.2,50,5.5
79.7,50.9,5.2
79.8,50.8,5.3
78.9,53.5,5.2
77.5,54,6.3
79.8,54.1,7.8
79.1,55.9,6.3
80.1,55.5,6.1
79.4,56.5,5.7
79.1,58.8,6.4
78.4,58.2,5.5
79.3,59.8,5.3
80.3,60.8,7.3
79.1,61.6,7.3
79,62.8,6.3
80.4,63.4,6.6
77.9,66.6,6.8
80.9,67.5,7.2
80.1,67.2,6.7
79.2,67.2,7.7
80.8,70.4,7.4
78.1,69.3,7.1
80.3,70.3,6.6
78.5,71.8,7.6
78.7,72.6,7.7
79.2,74.7,5
80.4,75.1,6.7
79.7,75.8,5.8
78.7,76.3,7.6
77.7,78.4,6.8
79.1,78.5,6.4
79,79.3,7.9
77.4,80.3,6.8
79.5,82.4,6.1
80.7,85,6.8
78.7,83.1,7.4
78.5,85.6,7.5
78.3,85.2,5.9
80,88.7,7.2
78,88.8,5.4
77.7,88.2,5.1
79.9,89.6,6.3
79.6,92.6,6.3
78.1,92,6.7
79.4,92.1,6.5
77.1,94.3,7.6
78.3,94.9,7.7
80.6,96.9,7.3
79.7,97.9,5.2
78.9,98,7.1
77.5,98.2,5.7
78,99.7,7
79.5,2.9,7.4
81.4,3.9,7.9
81.1,4.1,5.9
80.3,5.1,5.6
79.7,5.1,6.4
79.5,6.9,7.5
80.6,7,7.1
78.5,9.9,7.1
81.6,10.7,7.6
81.4,9.2,5.9
78.3,11,5.4
79.3,12,5.8
79.4,13.9,7.6
81.1,14.8,6
79.5,16.9,7.6
78.2,17.7,7.6
80,17.1,7.7
79.8,19.9,7
81.8,20.2,5.4
78.4,19.2,8
80.9,22.4,7.4
78.7,22,7.5
80.6,24.9,6.3
81.3,24.8,5.3
81.5,24.5,5.3
79.1,25.5,8
81.7,27.5,7.9
81.8,28.4,5.4
78.9,28.7,7.3
78.6,31.8,6
78.4,31.8,5
80.1,32.3,6.5
80.8,34.3,6.5
81.7,34.7,6
79,34,6.9
81.7,37.6,5.7
78.1,38.6,6.6
78.4,39.6,6.7
81.7,39.6,7.4
78.3,42,5.2
79.3,41.6,5.7
78.2,43.2,5.8
80.8,43.2,7.4
78.1,44.5,7
81.9,44.7,5.8
81.5,47,6.9
79.2,48.4,7.6
80.2,49,6.8
79,50.4,7.7
79.6,50.2,6.1
80.7,50.2,6.9
81.1,53.7,7.9
79.8,52.2,5.7
81.6,54.4,6.9
79.4,54.3,7.6
80.8,56.4,8
79.8,58.1,5.1
79,57.5,6.7
79.1,58.1,8
78.4,59.5,6.1
78.2,61.1,7.2
79.1,62.8,7.2
80.6,64.6,6.5
79.9,63.5,7.8
78.5,66.5,6.9
79.3,67.2,6.4
81.2,66.2,7.8
81.3,68.2,6.1
82,69.9,7.5
78.7,70.1,7
78.1,71.4,6.4
80.4,73.9,5.9
79.7,75,6.5
79.6,74.2,5.1
78.2,76.2,6.4
78.3,75.8,7.7
79.6,77.6,6.7
80.4,77.6,7.9
79.8,79.1,7.1
78.5,80.7,5.6
80.2,82.4,6.4
78.3,82.3,7.5
81.3,82.7,7.8
78,85.9,7.9
79.8,84,5.6
78.3,85.3,7
81.4,88.3,5.7
78.7,87.7,7.3
78.5,88.2,6
81.2,90.2,5.7
78.9,90.2,5
81.5,91.7,5.7
79.8,93.2,5.1
80,95.5,6.7
80.1,96.8,7.5
78.8,96.2,7
80,96.8,6.1
81.5,97.3,5.6
80.1,98.5,6.1
81,101.5,7.7
82.8,1.4,6.8
82.6,2.8,6.6
82.2,3.6,6.5
81.4,5.4,7.4
82,6.8,7.4
80.9,5.1,5.5
82.5,8.3,7.9
79.1,9.7,6.6
81.1,9.9,6.1
80.2,10.4,7.2
80.3,10.8,6.7
81.8,12.3,5
82.9,14.5,6.2
79.4,14.1,7.4
82.5,16.8,6.6
81.5,15.3,7.6
80.3,16.8,7.3
81.9,19.4,6.6
81.5,19,6.5
81.7,21.3,7.2
82.2,21.3,7.8
81.4,23.9,6.7
79.6,24.9,5.9
80.4,25.5,6.5
81.4,24.3,5.8
81.6,26.4,7.5
81.4,26.7,5.2
80.4,29.5,7.5
81.3,29.9,7.9
82.2,30.6,5
82.1,32.6,7.3
82.9,31.5,7.8
79.7,32.9,5.2
80.6,34.8,6
80.3,35.1,5.5
81.7,37.5,6.4
80.6,37.4,5.4
79.1,39.3,5.6
81.6,40.9,7
81.9,41.9,6.6
81.1,40.8,6.5
82,42.2,6.9
81.4,42.6,7.2
79.1,44.1,7
79.5,46.8,5.4
79.6,45.3,6.2
80.1,47.5,5.6
82,48.2,7.6
79.2,49.8,5.1
81.3,51.1,5.1
81.5,51,7
79.1,53.6,5.6
80.3,53.9,5.4
82.1,55.4,7
80.9,55.2,6.5
79.6,56,7.2
80.6,57.4,6.4
79.2,59.6,7
82.7,60.9,6.4
79.5,59,7.3
81,62,7.4
81.4,61.1,5.1
81.9,62,7
80.2,63.7,6.7
80.9,66.5,5.6
82.4,65.2,5.6
80.1,68.3,5.2
79.5,69.5,6.6
82.6,70.1,5.7
80.1,69,6.5
82.3,70.9,7.3
79.7,73.6,7.2
81.6,74.3,6.3
81.5,74.5,6.9
82.5,75.2,5
82.3,76.3,5.5
81.2,77.7,5.6
79.8,78.6,5.8
83,78.3,6.7
80.9,81.9,7.1
81.3,83,7.5
82.7,81.6,5.6
82.4,84.8,8
79.4,83.3,7.1
81.2,84.5,6.1
81.3,86,6
81.4,87.2,6.1
80,88.7,6.6
83,89.3,7.6
79.9,90,7.8
80.3,91.3,5.8
79.2,91.5,6.6
81.8,93.4,6.5
82.5,95.2,7.3
79.7,95,5.1
80.4,97.4,6.9
81,96.9,6.1
80.8,97.1,7.2
80.9,98.1,5.9
81.6,100.9,6.4
80.6,0.7,5.1
81.4,2.6,5.1
80.9,4,6.7
80.3,5.6,7.7
81.5,5.7,6.3
83.6,7.5,5.6
82.3,8.1,5.8
82.2,8.3,7.6
81.1,9.4,7.3
83.6,11.4,6
81.3,10.3,7.6
83.5,14,5.8
83.4,12.8,5.6
80.1,13.4,7.7
82.6,16.5,7.7
81.7,17.2,7.6
84,17.2,6.4
83.1,19.2,6.4
82.3,19.2,5.5
82.8,20.7,5.6
81.9,21.2,6.1
82.2,22.7,5.7
81.7,23.5,7.7
80.4,23.9,5
80.7,25.3,5.4
82.6,25.4,5.8
80.1,26.3,6.2
82.7,28.9,6.7
80.7,29.8,6.3
82,29.4,7.8
80.1,32.7,5.7
81.1,32.6,5.4
80.1,34.5,6.4
80.1,35.3,6.4
83.9,35.4,7.3
82.5,37.4,7
82.1,37.8,7.7
83.9,39.4,6.9
81.5,39.5,7.1
80.6,41.7,6.8
83.3,42.8,7.1
83,42.8,5.1
83.9,43.4,5.5
83.5,44.8,5.9
82.4,44.9,7.4
81.6,45.8,5.8
82.9,47,6.1
81,48.9,5.6
80.1,48.2,7.4
80,49.9,6.6
80.8,50.8,7.5
80.4,51.9,7.8
81.3,54.3,7.3
80.3,54.6,5.6
80.7,55.4,7.3
81.4,56.4,5
80.4,57.5,6.8
83.4,58.1,6.2
83.5,59.4,6.6
81.6,59.1,8
83,61.9,6.3
81.1,62.3,6
82.9,64.6,6.1
82.7,63.7,7.3
82.6,66.5,8
80.8,65.1,5.2
82.1,67.6,5.6
81.7,68.1,6
83.4,70.8,6.4
82.4,69.7,7
82.2,73,7.5
81.3,73.7,6.2
80.7,74,7.5
82.4,73.5,6.9
80.6,74.6,6.9
80.3,75.2,7.8
81.4,78.5,0.1
81.7,77.5,5.8
82.3,80,6.2
81.2,79.5,0.1
81.9,82.9,5.2
80.1,81.5,6.9
83.2,82.1,5.8
80,83.7,6.9
83.6,85.1,6.3
80.8,87,6.8
80.3,88.4,7.3
81,88.4,6.5
83.5,89.5,6.2
84,91.3,5.9
81.9,91.8,6.5
84,92.1,5.7
83.2,92.3,7.6
83.8,95.9,7.2
83.7,97,5.2
80.6,97.4,5.8
82,98,6.2
80,99.6,6.8
81,98.8,7.7
82.1,100.2,7.9
82.8,1.7,6
84,3.9,6
84.4,3.8,6
84.3,3.8,6.4
84.4,5.8,7.9
83.8,6.3,5.8
81.3,8.4,5.1
82.7,8.9,7.4
82.3,9.9,7.2
81.7,10.6,5.8
84.5,11.4,7
81.9,13.7,5
84.1,14.3,7.9
84.2,14,7.1
83.1,16.6,7.8
81.8,15,5
84.1,18.1,5.5
83.7,19.9,6.4
83.7,20.8,5.1
82.9,21.8,5.9
82.6,21.2,7.8
82,22.9,7.4
82,24,6.1
81.9,23.8,7.2
84.1,25.1,6.6
82.3,27.2,7.7
83.6,27.6,5.9
83.4,29.8,5.8
81.8,28.9,6.2
83.3,29.9,6.9
81.6,32.2,7.3
82.4,31.6,7.6
83.7,33.4,5.4
81.5,36,7.9
83.4,36.8,7.3
82.5,37.1,5
81.7,37.2,7.8
81.8,39.8,6.2
83.3,38.1,6.9
82.1,41.3,5.1
83.4,41.1,7.8
82.4,42.7,5.4
82,44.4,5.8
84.1,44.7,5.3
83.1,44.8,6.9
83,45,7.7
82.4,48.2,6.3
83.4,48.9,6.2
81.2,48.9,5.5
83,51.1,5.7
84.1,51.7,6.8
81.6,53,6.7
84.4,54.7,7.1
83.4,53.2,6.2
83.8,56.4,5.7
82.1,57.1,5.8
83.5,58.6,7.9
83.9,58.9,5.2
82.8,59.8,5.3
82.4,59.7,7.1
81.1,62.1,6.4
82.3,62.1,5.9
81.2,62.6,5.4
81.5,65.9,5.9
84.8,65.8,5.9
83.6,65.5,6.7
84.9,66.8,7.6
83.2,69.4,7.6
83.3,68.6,5.8
82.5,71.7,6
84.8,71.1,5.4
84.3,71.1,5.6
81.5,74.6,6.5
82.7,73.6,7.4
83.9,76.9,7.7
82.7,76.7,7.5
83.5,78,7.4
82.3,77.6,6.7
82.7,79,5.2
82.6,79.2,7.7
83.3,82.3,5.7
84.7,81.3,7.5
81.2,84,5.8
83.8,84.1,7.7
83.8,84.1,7.9
82.9,87.9,7.9
84,87.4,7.6
82.6,88.7,5.7
81.2,89.2,6.6
83.2,90.6,6.2
81.7,92,5.9
81.2,91.5,7.7
82.2,92.4,6.6
85,94.6,6.9
81.4,96.3,5.6
84.6,97.5,5.6
81.2,96.8,7.3
83.6,97.3,5.7
83.4,100.9,7.9
81.6,101,5.9
82.3,1.5,5.1
85.9,3.3,6.7
85.6,4.6,5.2
82.6,4,7.7
85.6,4.1,5.3
82.5,5.5,6.1
82.4,6.5,7.5
85.8,9.4,8
85.7,8.7,7
83,11.2,5.2
83.3,11.5,7.8
84.6,11.2,5.7
82.2,14.7,6.1
84.3,14.5,6.9
83.2,16.7,6
83,16.9,5.8
82.9,18.1,5.7
83.3,18.3,7.7
82.2,18.5,7.4
83.2,20.3,6.4
84.7,20.6,7.7
82.4,22.2,7.9
84.4,23.5,7.3
82.6,24.7,5.4
83,26.2,7.3
82.9,25.8,6.9
84,26.3,6.3
82.3,28,6.9
82.8,29.7,5.7
85.7,31.7,7.7
84.3,32.5,7.4
84.8,31,6.4
85.3,34.4,6.5
84,33.8,5.9
85.9,36.7,5.6
84.4,37.6,7.8
82.6,37,6.7
85.2,39.8,5.6
83.9,40.4,6.3
83.3,39.5,7.9
82.7,42.7,7.4
84.8,41.9,6.1
84.2,44.8,6.7
85.9,45.2,7.8
82.6,45.5,5.7
84.2,46.3,7
82,46.2,6.7
84.6,47.8,6.2
83.2,49.9,5.3
85.3,51.9,5.6
83.7,51.5,7.7
82.8,53.1,6.3
85.7,54.9,6.3
85.8,55.2,5.6
82.3,55.3,7.9
85.2,57.8,5.5
85.6,57.8,6
85.5,58.3,6.3
84.7,59.6,7.1
85.4,60.8,7.9
85,63,7.8
84.5,61.3,5.9
83.2,63,7
84,65.5,5.8
85.1,64.5,6.8
84.6,67.9,6.2
85.3,66.1,6.1
85,68.3,7.9
84.5,69.6,7.9
83.4,70.4,5.3
85.9,71.4,6.6
84.8,72.1,5.4
84.6,73.7,6.1
85.9,73.5,6.4
85.7,76.4,5.6
85.9,77.9,7.9
84.1,77.6,5.6
84.6,77.8,6.1
84.9,79.7,5.4
84.9,79.2,5.8
84.1,80.1,5.3
82.1,81.8,5.4
85.6,83.3,6
85.2,85.3,7.2
84.9,84.5,7.1
84.6,87.6,5.8
85.5,87.3,5.2
86,88.5,7.2
83.9,89,5.8
85.3,89.4,6.5
85.4,90.9,5.6
85.2,92.2,7.3
84.4,92.3,6.9
85.7,94.2,5.3
83.2,95.9,7.2
84.1,97.3,6.3
84,97.7,6.1
83.7,99.6,7.7
82.1,100.7,6.3
85.1,100.3,5.3
86.4,1.3,6.8
86.8,4,6.6
85.4,2.2,6
85.3,3.6,5.6
83.8,4.3,6.9
85.6,7.8,6.5
84,6.3,7.3
85.4,9.7,5.5
85.5,9.7,5.8
85.7,11.5,7.2
85.6,11.1,6.3
84.5,13.6,6.8
86.1,14.4,7.5
86.4,15.5,6.5
83.3,16.8,5.8
86,17.3,7.8
86.9,18.5,5.2
83.2,18.8,6.4
85.4,19.3,6.3
84.5,21.8,5.7
86,20.6,5.5
85,21.6,5.1
85.5,24.2,6.8
84.9,24.6,6.7
84.1,25.9,6.3
85,26.5,6
85.2,27.9,7.5
83.7,29.8,6.3
83.1,28.1,5.7
85.9,31.8,7
86.2,30.9,6.4
84.2,31.3,7.5
84.9,34,7.6
84.8,34.3,7.9
83.3,34.4,5.2
83,35.8,6
86.3,38.7,7.3
86.5,38.8,7.3
86.4,38.5,6
83.8,39.7,7.7
85.7,42.3,6
85.9,42.6,5.5
83.1,43.5,6
83.6,45.1,7.7
83.6,45.2,5.1
86.7,45.1,6.2
83.8,48.9,7.4
87,47.8,5.4
87,49.7,6.2
86.4,51,5.5
84.9,50.5,6.6
83.8,53.2,6.4
86.2,53.4,5.8
87,53.2,7.8
84.2,54.3,6.7
84.2,58,5.5
85.6,57,6.8
86.5,59.6,5
85.5,59.9,6
85.8,60.2,6.4
86.8,62.2,6
84.7,63.1,6.9
84,62.3,5.9
86.5,65,7.1
85.9,65,7.9
84.5,67.2,6.5
84.1,66.9,5.6
83.9,68.2,8
85.6,69.8,7.6
84.6,69.4,6.2
84.8,73,6
85.7,71.6,5.7
84.4,72.8,7.3
85.7,74.4,6.4
86.2,75.1,5.5
84,77.3,6.4
83.6,76.6,5.5
85.4,77.1,5.5
84.2,80.4,6.6
85.9,81,5.8
84.9,81.7,7.5
86.3,83.3,7.7
84.5,84.5,5.5
86.7,84.1,5.6
83.1,85.7,5
86.4,85.9,6.6
84.3,86.7,6.7
84.2,89.6,7.7
84.4,89.4,5.9
85.3,90.5,7.7
86.6,91,6.6
84.7,91.7,5.2
85,94.9,6.3
86.9,94.2,6.9
85,95.5,5.7
85.1,96.8,6.9
86.1,96.4,5.5
86.1,98,5.7
83.5,99.5,6.9
83.7,99.1,7.2
85.9,0,5.7
86.8,1.3,7.9
87.6,3.9,5.5
84.6,5.9,7.7
86.4,6.5,5.3
86.1,7.5,6.9
84.1,7.7,7.5
84.1,7.7,6.5
85.7,9.5,6.7
84.8,10,6.1
85.2,11.6,6.5
84.9,11.8,6.6
86.2,13.4,6.9
85,13.6,5.2
87.8,16.2,6.2
84.1,15.5,5.9
85.2,17,5.6
85.8,19.2,6.7
87.9,19.5,5.8
84.8,21,7
84,20.2,6.2
87.9,22.9,7.1
87.8,22.5,5.7
88,23.3,5.7
87.1,26.1,5.3
86,26.7,5.3
85.1,26.2,7.6
85.2,29.3,7.9
85.4,30.4,6.6
86.1,29.1,5
85.4,31.9,5.4
85.4,32.5,7.4
86.9,32.3,5.1
87.4,35.1,6.9
84.4,35,7.5
87.6,35.8,5.9
84.1,36.7,7.3
84.8,39.3,7.4
86.1,38.9,5.1
85.2,41.1,7.3
86.1,40.6,6.4
86.4,41.1,7.7
84.1,42.1,7.5
84.8,43.7,6.5
85.3,46.7,5.2
87.7,47.8,6.9
86.1,48.9,6.6
85.3,49.2,6.1
85.4,48.9,7.2
88,49.2,7.6
86.4,50.1,7.9
85.1,52.7,6.4
87,53.6,5.2
84.8,54.8,5.3
85.7,56.8,6.9
87.6,56.6,7.2
84.6,57.4,6.6
85.3,57.2,7.5
86.2,58.8,6.2
87.4,61.3,7.4
84.7,61.6,7
86.6,61.5,5.8
87.4,63.2,7.2
86.7,64.9,6.2
84.2,65.7,5.3
84.6,65.3,6.7
87.9,68.3,6.5
86.5,68.3,6.5
87.1,69.8,6.3
87.4,69.3,5
85.6,71.8,6.4
87.7,73.3,7.7
86.3,74.9,6
87.7,74.9,6.2
84.5,74.4,6.8
84.1,76.1,5.7
86.5,78.3,6.4
86.3,79.2,7
87.7,78.3,7.9
87,80.3,7.7
86.5,81.9,6.8
84.8,83.7,6.6
84.3,82.2,7
87.3,86,5
87.9,85.1,6.6
86.2,86.5,7
84.1,86.3,6.6
85.6,88.9,5.2
86.7,89.5,5.9
84.7,90.3,6.7
86.1,91.1,8
87.1,91.1,6.2
86.6,93.3,7.8
84.1,94,7
85.7,95.6,7.6
87,97.4,7.8
84.7,96.6,5.1
84.2,97.5,6.2
86.5,98.7,6.7
84.4,99.4,6.2
87.9,1.7,5
87.8,3.2,5
88,4.8,5.7
88.8,3.9,6.8
87.7,6.9,5.8
87.8,6.9,7.2
85.7,6.7,6
87.6,8,5.3
85.4,9.7,6
88.4,10,6.4
85.8,12.5,8
86.9,11.2,5.5
88.6,13.3,7.5
87.1,15.2,7.1
87,15.1,6.2
85.5,15.5,7.4
85.8,16.1,6.4
85.5,19.7,5.2
88.1,18.1,7.5
87.9,20.6,7.6
88,21,5.3
88,23.3,6.6
87.5,22.8,6.5
85.9,24.2,7.5
87,26.6,5.9
88.8,25.5,6.1
87.8,28.7,7.7
88.8,27.9,7.8
87,30.5,7
86.5,29.8,5.8
86.2,32.1,6.3
85.9,31.1,6.4
85,33.7,6.6
88.3,35.4,5.2
85.5,36.1,7.8
86.6,36.4,5.9
85.9,37.3,6.9
85.1,39.3,7.1
86.6,38.4,5
85.9,39.7,7.5
86.8,40.3,6.5
86.6,43.3,5.4
85.6,44.4,6.2
86.4,45.2,6.4
88,46.4,6.3
85.6,47.8,7
86.9,46.4,7.8
88.9,47.1,5.4
85.2,48.1,7.6
87.9,50.9,6.6
87.9,50.5,6
86.5,51.8,7
87.9,53.7,5.9
88.2,55.8,7.6
88.9,55.8,5.7
85.7,55.2,6.8
86.8,56.5,7.5
86.3,59.4,7.2
85.5,59.7,6.6
85.2,60.4,5.4
88.7,61.1,6.9
88.8,62.6,5
88.3,64.2,7
86,63.7,5.1
86.4,66.4,6.5
88.4,66.6,7.3
86.6,66.2,6.1
87.3,68.9,6.6
85.7,69.6,6.9
86.3,69.1,7.1
87.7,70.6,6.4
86.6,71.8,8
86.4,73.2,5.7
88.3,75.3,5.6
85.2,74.3,6
88.9,75.5,5.1
88,78.6,5.9
86.7,79.5,7.1
86.4,80.5,7.2
88.9,81.8,7.9
87.5,80.3,5.6
85.9,82.1,7
87.2,84.7,7.3
88.9,84,5.2
88,84.9,6.3
88,86.2,7.7
87.7,87.4,5.7
88.8,87.5,6.6
88.9,90.9,6
87.5,90.2,7.3
88.7,90.5,7.6
87.5,93.8,7.2
86.8,94.6,6.1
88.2,94.5,6.7
87.8,95.6,5.4
87.4,97.6,5.6
86.2,96.9,5.4
88.5,99.9,6.6
85.7,100.2,6.9
88.3,99.8,5.9
90,0.2,6
89.3,1.4,7.7
86.9,4.4,6.2
88,5.2,6.9
86.5,7,7.8
